id,nombre,municipio_id
1,ACAJETE,1
2,BARRANQUILLAS,1
3,COLEXTA,1
4,CRUZ VERDE,1
5,DOS VEREDAS,1
6,EL ENCINAL,1
7,LA JOYA CHICA,1
8,LA JOYA,1
9,MAZATEPEC,1
10,MESA DE LA YERBA,1
11,EL MIRADOR,1
12,PLAN DE SEDEÑO,1
13,PUENTECILLAS,1
14,RINCÓN DE LA JOYA,1
15,VEGA DE PIXQUIAC,1
16,EL ZAPOTAL,1
17,EL CAÑO,1
18,PALO BLANCO,1
19,PUEBLO VIEJO,1
20,TIERRA PRIETA,1
21,ACOCOTA,1
22,CUESTA DEL VAQUERO,1
23,EL ENCINAL DOS,1
24,PARAJILLOS,1
25,EL RINCÓN DE SEDEÑO,1
26,EL SAUCAL,1
27,EL RODEO,1
28,TOXTLACOAYILLA,1
29,PATA MOLE,1
30,LA CIÉNEGA DEL VENADO,1
31,ALTO PIXQUIAC,1
32,LOMA DEL MUERTO,1
33,PIPINCAL,1
34,BARRANCA SECA,1
35,EL PARAÍSO,1
36,EL QUEMADO,1
37,CHORRO DE LA MULA,1
38,EL CUCHARILLO,1
39,EL FORTÍN,1
40,COLETXA,1
41,EL MUÑECO,1
42,EL CAPULÍN,1
43,LA POSTA,1
44,LA YERBABUENA,1
45,LAS BAYAS,1
46,PARAÍSO LAS FLORES (LA VAQUITA),1
47,SAN MARTÍN,1
48,EL VALLE,1
49,EL MIRADOR (RANCHO ECOLÓGICO),1
50,LA HERRADURA,1
51,EL OYAMEL,1
52,EL MIRADOR DOS (PARTE BAJA),1
53,CINCO DE MAYO (LOS CHÁVEZ),1
54,VALLE ALEGRE,1
55,ACATLÁN,2
56,VEINTICUATRO,2
57,PLAN DEL PINO (PLAN DEL COYOTE),2
58,GUSTAVO SALAS,2
59,PIE DEL CERRO,2
60,LA GLORIA,2
61,EL ARENAL,2
62,LOS DURAZNOS,2
63,PÁJARO VERDE,2
64,ACAYUCAN,3
65,MICHAPAN,3
66,AGUAPINOLE (CUAPINOLE),3
67,CABAÑAS,3
68,CAMPO DE ÁGUILA,3
69,EL MANGAL,3
70,CASCAJAL DEL RÍO (CASCAJALILLO),3
71,COLONIA HIDALGO,3
72,COMEJÉN,3
73,CORRAL NUEVO,3
74,DEHESA,3
75,ESPERANZA MALOTA,3
76,GRAN BRETAÑA,3
77,EL HATO,3
78,CONGREGACIÓN HIDALGO,3
79,IXHUAPAN,3
80,IXTAGAPA,3
81,MICHAPAN PASO REAL,3
82,MONTE GRANDE,3
83,NUEVO POBLADO VISTA HERMOSA,3
84,PARAÍSO,3
85,PASO LIMÓN,3
86,QUIAMOLOAPAN,3
87,SAN ÁNGEL,3
88,APAXTA,3
89,SAN JUAN DE LOS LLANOS,3
90,SAN MARTÍN,3
91,SAN MIGUEL,3
92,SANTA RITA LAUREL,3
93,TECUANAPA,3
94,TIERRA COLORADA,3
95,VISTA HERMOSA,3
96,EL ZAPOTE,3
97,ALFREDO CUADRA I. PIÑA,3
98,EL BENEMÉRITO (EL CAZADOR),3
99,CUATRO HERMANOS,3
100,NUEVOS ÓRGANOS (EL MIRADOR),3
101,LA MONTAÑA,3
102,LA PEÑA,3
103,LOMA BONITA,3
104,TRES CERROS,3
105,LA PRIMAVERA,3
106,XALAPA CALERÍA,3
107,FINCA JALAPA,3
108,LOS PASIEGOS (EL NOVILLERO),3
109,SAN OCTAVIO,3
110,SAN LUIS,3
111,PITALILLO,3
112,SAN JUDAS TADEO,3
113,EL APOMPO,3
114,BONANZA,3
115,BUENAVISTA,3
116,EL CACAO,3
117,EL CANELO,3
118,EL CAPRICHO,3
119,CASA BLANCA,3
120,COLONIA PRADOS DE ACAYUCAN,3
121,EL DÓLAR,3
122,DON LUCAS,3
123,SAN ELEUTERIO,3
124,EMILIANO ZAPATA,3
125,EL ENCANTO,3
126,LA ESPERANZA,3
127,FRANCISCO MATEY,3
128,EL FUERTE,3
129,LA SOLEDAD,3
130,EL GRAN CHAPARRAL,3
131,LAS HOJITAS,3
132,EL ORIENTE,3
133,JALAPILLA,3
134,LOMA BLANCA,3
135,LOMA DEL VIDRIO,3
136,VICTORIANO PRIETO BLANCO (LOMA VICTORIA),3
137,EL LUCINO,3
138,LOS MANANTIALES (LOS LIMONES),3
139,LOS MANGUITOS,3
140,EL MIRADOR,3
141,EL NOVILLERO,3
142,EL NUEVO PRINCIPIO,3
143,NUEVO QUIAMOLOAPAN,3
144,QUINTA PARAÍSO,3
145,NUEVO JUQUILA,3
146,EL AGAME (EL REFUGIO),3
147,EL RETORNO,3
148,JESÚS LIRA COBOS,3
149,SAN BARTOLO,3
150,SAN MANUEL,3
151,LAGUNA SECA,3
152,SAN RAFAEL,3
153,SANTA ELENA,3
154,LA GRAN AURORA,3
155,SANTA LUISA (CORRAL VIEJO),3
156,SANTA MARTHA,3
157,SANTA TERESA,3
158,SANTO CRISTO,3
159,GOTA DE ORO,3
160,EL TRÉBOL,3
161,EL TRIÁNGULO,3
162,SAN JUDAS TADEO,3
163,LA UNIÓN,3
164,LAS VEGAS,3
165,DOS HERMANOS (LA VERÓNICA),3
166,EL YUALE,3
167,EL ZAPOTAL,3
168,EL MACAYAL,3
169,LA SOLEDAD (CUESTILAMA),3
170,ENCARNACIÓN CHAN PÉREZ,3
171,EL QUILATE (SAN JUAN),3
172,POTOMAC,3
173,ELENITA,3
174,EL ROSARIO,3
175,LAS LAJAS (EL COLUMPIO),3
176,LA DIVINA PROVIDENCIA,3
177,NUEVA LUCHA,3
178,SAN MARTÍN,3
179,JUILAPA,3
180,OFELIA MORALES CULEBRO,3
181,LA LAGUNA,3
182,SAN LUIS [BALNEARIO],3
183,ALEJANDRINO JOACHÍN,3
184,MONTE FIEL,3
185,LAGUNA DE CABEZO,3
186,MARCELO ALEMÁN TORRES,3
187,FERMÍN REYES GÓMEZ,3
188,MANUEL CERVANTES MONTERO (LOS CAÑALES),3
189,EL CENTENARIO,3
190,LAS LAGUNAS,3
191,LA CURVA,3
192,EL ENCINAL,3
193,EL GARSAN,3
194,LOS MOLINA,3
195,LA HERRADURA,3
196,LA ESMERALDA,3
197,GETZEMANI,3
198,EL CHICO,3
199,LA GRAVERA,3
200,MANUEL DE JESÚS PRIETO,3
201,ROSALÍA MARTÍNEZ,3
202,PÁNFILO VIDAL (EL CERRITO),3
203,EL PALMAR,3
204,SANTA BÁRBARA,3
205,PEDRO HERNÁNDEZ GUTIÉRREZ (PASO DEL MANGO),3
206,SINALOA,3
207,CRISTO REY,3
208,LOS CHAIRES,3
209,COLONIA LAS PRIMAVERAS,3
210,JUAN PASCUAL SABALSA,3
211,EL DIAMANTE,3
212,EL MANIL,3
213,SAN JORGE,3
214,LOS TOLENTINOS,3
215,FREDEPO,3
216,EL LUCINO,3
217,EL BOTÍN,3
218,SANTA CLARA,3
219,EL CHIAPANECO,3
220,LOS ERIAS (ARROYO XALAPA),3
221,LOS CINCO HERMANOS,3
222,PABLO HERNÁNDEZ RAMÍREZ,3
223,SAN JERÓNIMO,3
224,JOSÉ MÉNDEZ FLORES,3
225,SILVESTRE NIETO M.,3
226,TRES HERMANOS,3
227,LAS ACACIAS,3
228,TRES ENCINOS,3
229,LAS CRUCES (EL TIBURÓN),3
230,SAN DANIEL,3
231,ARROYO DE CAÑA (EJIDO ACAYUCAN),3
232,MOLINO QUEMADO,3
233,FLOR FLORES,3
234,SOLOSÚCHIL,3
235,LA SABANA,3
236,EL CHOMATE,3
237,EL RETIRO,3
238,EL GALLO,3
239,EL CHILANGO,3
240,EL SALTO,3
241,SAN MARTÍN,3
242,LA GUADALUPANA,3
243,SANTA CRUZ,3
244,EL MIRADOR,3
245,EL PASO DE TACHICÓN,3
246,FINCA LOS POLLOS,3
247,EL MAGUEY,3
248,TACHICÓN,3
249,SANTA FE,3
250,SILVINO SURIANO PÉREZ,3
251,TEPEYAC,3
252,ARMANDO GÓMEZ VARGAS,3
253,SANTA CLARA (ARIAS),3
254,PEÑALOZA,3
255,LOS CACHORROS,3
256,EL APOMPAL,3
257,SECUNDINO GUILLÉN CRUZ,3
258,SERGIO LANDA DE LOS RÍOS,3
259,ELPIDIO MEZA AGUILANDO,3
260,DOS ARROYOS,3
261,EL MIRADOR,3
262,SILVIA CERVANTES JIMÉNEZ,3
263,SAN JOSÉ,3
264,SACRIFICIO,3
265,OSULUAPAN,3
266,GALDINO MORALES RUIZ (LOS ENCINALES),3
267,ANTONIO CABALLERO RODRÍGUEZ,3
268,FLUMENCIO CABALLERO RODRÍGUEZ,3
269,PRIMITIVO RIVERA MURILLO,3
270,ANICETA CHAREO CRUZ,3
271,ATANACIO DOMÍNGUEZ PÉREZ,3
272,EL NARANJO,3
273,LA HIGUERA,3
274,GUSTAVO MORGAN,3
275,NICOLAS RIVERA MURILLO,3
276,FORTUNATO RIVERA MURILLO,3
277,AGUSTÍN REYES,3
278,LOS ARIAS (EL ZAPOTE),3
279,EL ARROYITO,3
280,EL BORREGAL,3
281,SAN JOSÉ,3
282,LA CARMELITA,3
283,EL CEDRAL,3
284,CERVANTES,3
285,FERNANDO CERVANTES MARTÍNEZ (EL DESCANSO),3
286,LA CONCORDIA (SAN PEDRO TOTUAPAN),3
287,CONSTANTINO,3
288,DANIEL ÁLVAREZ (EL COCHINITO),3
289,DELGADO,3
290,DIONISIO SURIANO,3
291,DOMÍNGUEZ,3
292,SAÚL DOMÍNGUEZ,3
293,ELÍAS DOMÍNGUEZ RODRÍGUEZ,3
294,EL ENCINO,3
295,LA ESPERANZA,3
296,LAS FLORES,3
297,GONZALO HERNÁNDEZ,3
298,LUPITA [GRANJA],3
299,EL RENACIMIENTO,3
300,GUADALUPE,3
301,GUILLERMO ORDÓÑEZ,3
302,EL VIEJO ALL,3
303,IGLESIAS,3
304,JUAN CULEBRO,3
305,GRACIANO JUÁREZ CRUZ,3
306,LIMÓN,3
307,LOS LIMONES,3
308,LOMA BONITA POLVORÍN,3
309,MAJAHUAL (IZTAL),3
310,LOS MANGOS,3
311,LA ESMERALDA,3
312,ISIDRO MARTÍNEZ,3
313,LOS MAYO,3
314,MERINO,3
315,MIGUEL GARCÍA CRUZ (LOS MANGOS),3
316,LOS NARANJOS,3
317,EL NEGRO,3
318,FACUNDO NIEVES,3
319,NORBERTO FELIPE,3
320,LA PALMA,3
321,EL PARAÍSO,3
322,EL PLATANAL,3
323,LAS MARGARITAS,3
324,LA PRIMAVERA,3
325,EL CRIOLLO,3
326,RAQUEL,3
327,RENOVACIÓN,3
328,ROMERO,3
329,SABAS CANDELARIO RAMÍREZ,3
330,ANTOLÍN ZAVALETA LARA,3
331,EL SALADO,3
332,SAN ALEJO,3
333,SAN ÁNGEL,3
334,SAN FERNANDO,3
335,MILTON VERA,3
336,SAN MIGUEL,3
337,SAN VICENTE,3
338,SANTA JULIA,3
339,SANTA MÓNICA,3
340,SATURNINO PAULINO REYES,3
341,EL SUSPIRO,3
342,EL TRÉBOL DOS,3
343,EL TRIUNFO,3
344,VARGAS,3
345,COLONIA LOMBARDO,3
346,EL PARAÍSO,3
347,ALFA Y OMEGA (SANTA CLARA),3
348,APOLINAR REYES CABALLERO,3
349,CASA BLANCA,3
350,CASTOR BARRADAS,3
351,CERRO COLORADO,3
352,EL PARAÍSO (EL EDÉN),3
353,LA ESPERANZA,3
354,MIGUEL ESPRONCEDA ANASTACIO,3
355,ESTEFES,3
356,ADELA JOACHÍN SANTOS,3
357,EL INICIO,3
358,EL JALISCO,3
359,LOMA BLANCA DOS,3
360,LUCIO SANTIAGO,3
361,CHACHA CONCHI,3
362,LA MERCED,3
363,MIGUEL MAYO,3
364,NUEVA ESPERANZA,3
365,RANCHO REY,3
366,SAN MANUEL,3
367,RAQUEL CHÁVEZ,3
368,SANTA JULIA,3
369,TERESITA,3
370,VALLE VERDE (TORUNO),3
371,NUEVO POBLADO EL HATO,3
372,ÁNGEL ALBARRÁN,3
373,ÁNGEL LINARES (LAS BUGAMBILIAS),3
374,ÁNGEL TORRUCO DOMÍNGUEZ,3
375,BETO DELFINO,3
376,LOS CANDILES,3
377,EL CANTABRO,3
378,CASA BLANCA,3
379,LA CEIBA,3
380,LA CEIBA,3
381,EL CERRITO,3
382,CÉSAR ÁVALOS LÓPEZ,3
383,CHABELO CONTRERAS,3
384,LOS CHANGOS (LAURO LAGUNES LÓPEZ),3
385,LA CONCEPCIÓN,3
386,CONSTANTINO MONTERO DOMÍNGUEZ,3
387,EJIDO NUEVO POBLADO VISTA HERMOSA,3
388,EUSTOLIO PÁEZ BLANCO (LA ESPERANZA),3
389,FINCA EL CHORRITO,3
390,FINCA IRENE,3
391,LAS FUENTES,3
392,GLINDELIA MORALES SÁNCHEZ,3
393,HIGINIO FERNÁNDEZ ACOSTA,3
394,JAVIER NOLASCO MEDINA,3
395,JOSÉ ALFREDO PINO HERNÁNDEZ,3
396,JUANA VIDAL CRUZ,3
397,LA LUPITA,3
398,LOS MANANTIALES (LOS LIMONES),3
399,MARCELINO ANASTASIO,3
400,MARCO ANTONIO HERNÁNDEZ MARTÍNEZ,3
401,MARGARITO FELIPE ALONSO (EJIDO PITALILLO),3
402,EL NARANJAL,3
403,LOS NAVARRO,3
404,PAULINO MANUEL,3
405,PORFIRIO MÁRQUEZ MARTÍNEZ,3
406,TECUANAPA,3
407,LOS REYES,3
408,EL SACRIFICIO,3
409,SANTA INÉS,3
410,SANTA MARÍA,3
411,LA SOLEDAD,3
412,TOMASA CRUZ VÁZQUEZ,3
413,EL TRIUNFO,3
414,XARUVI,3
415,EL ALEMÁN,3
416,BALDAN,3
417,EL CACHITO,3
418,FERNANDO GUTIÉRREZ BARRIOS,3
419,HERMANOS NIEVES,3
420,MAGUAY,3
421,NUEVA JERUSALÉN,3
422,LA SALIDA DE CORRAL,3
423,SAN ANTONIO (LA PUERTA NEGRA),3
424,SANTIAGO PRIETO,3
425,HILARIO FERNÁNDEZ LUZ,3
426,ABEL FREYDI MORALES,3
427,ÁNGEL SÁNCHEZ,3
428,CERRO PELÓN,3
429,LAS HIGUERAS,3
430,LOS JOBOS,3
431,JOSÉ LUIS CRUZ FLORES,3
432,EL MANGAL,3
433,MARGARITO CHAPOL SEBA,3
434,MARTE,3
435,MASHA,3
436,LA MEDIANA,3
437,RAMIRO GALLEGOS GARCÍA,3
438,RAMÓN HERNÁNDEZ,3
439,RODAS,3
440,SUSANA JOACHIN,3
441,TIO CAMI,3
442,EL CUBILETE,3
443,LA SOTA DE ORO,3
444,MARÍA MILAGRO CULEBRO (DON CHINANO),3
445,TONALAPA,3
446,DOS HERMANOS,3
447,ERNESTO RODRÍGUEZ MARTÍNEZ,3
448,GERÓNIMO SORIANO,3
449,DOS CERRITOS,3
450,COLONIA LA MERCED,3
451,EL NACAXTLE,3
452,EL PLAN,3
453,LOS PASIEGOS,3
454,FRANCISCO CADENA,3
455,LAS MANDARINAS,3
456,DIECIOCHO DE MARZO,3
457,EL CAPRICHO,3
458,EL ENCINAL,3
459,EL MANGO,3
460,JUAN PÁEZ BLANCO,3
461,LA ESPERANZA,3
462,COLONIA SAN MARTÍN,3
463,GAVILANES (CIRILO VÁZQUEZ LAGUNES),3
464,EL AMATE,3
465,EL CALENDARIO,3
466,ISMAEL TERRÓN LÓPEZ,3
467,LEONARDO JIMÉNEZ,3
468,PIMACO,3
469,CUATRO CARNALES,3
470,SAN PEDRO,3
471,QUINTA ROXANA,3
472,RANCHO EL ENCUENTRO,3
473,COLONIA AGRÍCOLA MICHAPAN,3
474,EL GALENO,3
475,LAS PALMAS,3
476,LA PRIMAVERA,3
477,EL SOL,3
478,ABRAHAN ARRIOLA,3
479,MACATE,3
480,EL ENCINAL (LAS GARZAS),3
481,EL MIRADOR,3
482,LA PRIMAVERA,3
483,RANCHO ONCE Y DOCE,3
484,LA MARÍA,3
485,LA CEIBA DOS,3
486,LA SABANA MORENISTA,3
487,COLONIA FERNANDO GUTIÉRREZ BARRIOS (LA MONTAÑA),3
488,ACTOPAN,4
489,EL APARTADERO,4
490,ARROYO DE PIEDRA,4
491,ATÉXCATL,4
492,BUENAVISTA,4
493,BUENOS AIRES,4
494,BUENOS AIRES DOS,4
495,LA CAÑA,4
496,CASA DE TEJA,4
497,CERRO GORDO,4
498,COYOLES,4
499,COYOLILLO,4
500,CHICUASÉN,4
501,LA ESPERANZA,4
502,EL ESPINAL,4
503,FLOR BLANCA,4
504,LOS FRAILES,4
505,EL GUARUMBO,4
506,HORNITOS,4
507,LOS ÍDOLOS,4
508,EL JÍCARO,4
509,LA LUZ,4
510,LLANO DE LUNA,4
511,LLANO DE ZÁRATE,4
512,EL MIRADOR,4
513,MOZOMBOA,4
514,EL OJITAL,4
515,LOS OTATES,4
516,PALMAS DE ABAJO,4
517,PASO DEL CEDRO,4
518,PASO DE LA MILPA,4
519,SAN JOSÉ PASTORÍAS,4
520,EL PEDREGAL,4
521,PLAN DE LA HIGUERA (EL TOCHE),4
522,SAN JOSÉ DE LA PUNTA,4
523,RANCHITO DE LAS ÁNIMAS,4
524,RANCHO NUEVO DOS,4
525,SANTA ROSA (GENERAL PINZÓN),4
526,SOYACUAUTLA,4
527,TINAJITAS,4
528,TOTOLAPAN,4
529,TRAPICHE DEL ROSARIO,4
530,EL VIEJÓN VIEJO,4
531,VILLA NUEVA,4
532,SAN JUAN VILLA RICA,4
533,VISTA HERMOSA,4
534,EL ZETAL,4
535,SANTA CECILIA (CHAPOPOTE),4
536,CALLEJONES,4
537,EL ATORÓN,4
538,MATILLAS,4
539,EL PROGRESO,4
540,SAN NICOLÁS (SAN NICOLÁS DE TOLENTINO),4
541,SANTA CRUZ,4
542,MATA DE CAÑA,4
543,LA BANDERA,4
544,BOCANITA DE LA ESPERANZA,4
545,LA PRESA,4
546,LA PUERTA,4
547,EL OJITE,4
548,EL TESORO,4
549,PASO DE VARAS,4
550,PARADA VARÓN,4
551,EL DIAMANTE,4
552,EL HULE,4
553,PAJARITOS,4
554,LA JOYA,4
555,LAS LAJAS,4
556,RANCHO NUEVO,4
557,LA AURORA,4
558,JALAPITA,4
559,EL PARAÍSO,4
560,CRUCERO DE LA MANCHA,4
561,SAN ANTONIO,4
562,CANSA BURROS,4
563,LOS LAURELES,4
564,PILETAS,4
565,RANCHO ALEGRE,4
566,LECHUGUILLA,4
567,LA TABAQUERA,4
568,GALLO VERDE,4
569,SAN ISIDRO,4
570,CAÑO GALLEGO,4
571,LA MONTAÑA,4
572,EL PEQUEÑÍN,4
573,EL VIEJÓN NUEVO,4
574,EL TAJO,4
575,VILLA RICA DE LA VERACRUZ,4
576,PALMAS DE ARRIBA,4
577,PLAYA AZUL,4
578,EL EMBARCADERO,4
579,LOS BAÑOS,4
580,CALICHE,4
581,EL FARALLÓN,4
582,SAN VICENTE,4
583,EL PORVENIR,4
584,MATA NOVILLOS,4
585,EL MORALITO (ANTONIO ZARATE),4
586,PRADOLUENGO,4
587,AGUA FRÍA,4
588,LOS ARROYOS,4
589,BALDERAS,4
590,LA BARRANQUILLA,4
591,BETANIA,4
592,EL CONEJITO (LA BOCANITA AL JÍCARO),4
593,CARA PALIDA,4
594,LAS CASITAS (SAN BENITO),4
595,CIENEGUILLAS,4
596,COLONIA MUÑOZ,4
597,LAS COLONIAS,4
598,EL HUÉRFANO,4
599,DESVIACIÓN FARALLÓN TINAJITAS,4
600,DOS PUERTAS,4
601,EL ESCALÓN [VIVERO],4
602,LA ESPERANZA,4
603,LAS GOLONDRINAS,4
604,EL GUAJILLO (RANCHO NUEVO),4
605,LA HERRADURA,4
606,LOS JÁCOME,4
607,LOS LÓPEZ,4
608,LA LUZ,4
609,LAS MARGARITAS,4
610,EL MECHÓN,4
611,CERRO DE LOS METATES,4
612,EL MIRADOR,4
613,EL MIRADOR DOS,4
614,MIRAMAR,4
615,LA MESA DE OCOTILLO,4
616,DAMIANA,4
617,EL ÓRGANO,4
618,TOMÁS PALMEROS,4
619,EL PALMITO,4
620,LA MANCHA,4
621,EL PEÑASCO,4
622,EL PILAR (LAS GARZAS),4
623,PLAN DEL ÁGUILA,4
624,DESVIACIÓN DE LA REFORMA (EL POLVORÍN),4
625,PUENTE LOS NARANJOS,4
626,LA RAYA DEL ÁGUILA,4
627,REAL MINERO,4
628,LA LAGUNA (TRES HERMANOS),4
629,LOS NACAXTLES,4
630,SAN CARLOS,4
631,SAN JOSÉ,4
632,SANTA LUCÍA (EL SOLDADO),4
633,SANTA TERESA,4
634,PLAN DEL SÚCHIL,4
635,FÉLIX DOMÍNGUEZ,4
636,EL TRIÁNGULO,4
637,LA ZANJA GRANDE,4
638,EL VIVERO,4
639,LOS HULES,4
640,EJIDO DE ÍDOLOS,4
641,MARÍA MACHETES,4
642,COLONIA LA PAZ,4
643,SAN ANDRÉS DEL RÍO,4
644,LLANO DE VILLA RICA,4
645,EL RINCONCILLO,4
646,EL MILAGRO,4
647,RANCHO ITALIA,4
648,PEÑA DE SAN FRANCISCO,4
649,LAS MARGARITAS,4
650,BUENOS AIRES,4
651,PUENTE REBELDE PALMA SOLA,4
652,PALO VERDE,4
653,LA CUACTUZA,4
654,TRES PALMAS,4
655,RANCHO VIEJO (RANCHO DE CELIA),4
656,CORAZÓN DE JESÚS,4
657,ZAPOTE PRIETO,4
658,EL SEGUNDO IMPULSO,4
659,LAS ROCAS,4
660,LA POZA (SAN ANTONIO),4
661,EL ESTERO,4
662,SAN GABRIEL,4
663,LA MANCHA [RESTAURANTE],4
664,LA REFORMA (LOS ZURDOS),4
665,DON CARLOS,4
666,EL ÁGUILA,4
667,LA CABAÑA,4
668,CARLOS DOMÍNGUEZ LÓPEZ,4
669,DEMOSTRATIVA DEL FARALLÓN [GRANJA],4
670,RANCHO SIN FORTUNA,4
671,DELFINA JÁCOME,4
672,EL RODEO,4
673,GUILLERMO BUITRÓN,4
674,VILLA RIVERA,4
675,LA HUACA,4
676,QUINTA EL BRISOTE,4
677,LA CASA DE LOS COMPADRES,4
678,DOS HIGUERAS,4
679,INSTITUTO DE ECOLOGÍA,4
680,FRANCISCO MORA,4
681,DON CHENCHO,4
682,EL QUETZAL,4
683,EL ARBOLITO,4
684,SANTA ELENA,4
685,LAS GALERAS,4
686,TOMÁS PRIETO,4
687,LICENCIADO JORGE CORREA,4
688,FRANCISCO MONTIEL,4
689,MUNDO VIVEROS ALARCÓN,4
690,DOÑA VALE,4
691,MARCOS CALLEJAS,4
692,RUBÉN ARREOLA,4
693,VALENTÍN CASAS,4
694,GENARO LÓPEZ,4
695,MIGUEL PORTUGAL DOMÍNGUEZ,4
696,LAS PALMAS,4
697,LAS VACAS GORDAS,4
698,EL VIVERO,4
699,PECHE MELGAREJO,4
700,EL JAGÜEY,4
701,LA PALMA REAL,4
702,IGNACIO RODRÍGUEZ,4
703,LA HERRADURA,4
704,RODOLFO REJÓN JIMÉNEZ,4
705,LOS RURALES (EL VADO),4
706,VIDAL PRIETO,4
707,LA OBRA (EL GABICHAN),4
708,TAZAJERAS,4
709,MESA DE BUENAVISTA,4
710,SAN RAFAEL,4
711,LA JUNTA,4
712,MATE CAÑA,4
713,SAN JUAN,4
714,LA HIGUERA (LA GALERA DE LOS MONTERO),4
715,LA POZA,4
716,RANCHO ALEGRE,4
717,SANTA MÓNICA,4
718,EL ZAPOTE,4
719,EL CAPRICHO,4
720,LA CIÉNEGA,4
721,EL CERRO,4
722,LOS PIONCHIS (EL PROFE),4
723,LOS AGUILAR,4
724,ALEJANDRO DOMÍNGUEZ LEÓN,4
725,ALSAN,4
726,COLONIA LOS POZOS,4
727,CASA BLANCA,4
728,LOS CEDROS,4
729,EL CERRO,4
730,LA CHACA,4
731,EL POZO,4
732,LOS CIRUELOS,4
733,LOS COMPADRES,4
734,EL ENCANTO,4
735,COOPERATIVA LA MANCHA,4
736,LA DESVIACIÓN,4
737,ESMERALDA,4
738,EL ESTABLO (EL GUAJILLO),4
739,LAS GOTERAS,4
740,LOS GRAJALES,4
741,EL JÍCARO [GRANJA AVÍCOLA],4
742,LICENCIADO NOYOLA,4
743,EL HULE (RANCHO ZACARÍAS),4
744,EL JICARITO,4
745,LA LOMA,4
746,EL MANZANILLO,4
747,EL NARANJILLO,4
748,OMIQUILA,4
749,LAS PALMAS,4
750,LA PONDEROSA,4
751,EL PUENTE ACTOPAN,4
752,RANCHO LA GASOLINERA,4
753,SAN JORGE,4
754,URBANO CASTILLO,4
755,APACHITES (LA BOMBA),4
756,EL ZETAL [BALNEARIO],4
757,LAS BUGAMBILIAS (LOS JAIBOS),4
758,CASA DE RETIRO,4
759,CASA DE TANOS,4
760,GAUDENCIO LÓPEZ,4
761,EL MIRADOR,4
762,EL NECAXTLE,4
763,DIEGO BÁEZ GARCÍA,4
764,PASO LA LINDA,4
765,LA PITA,4
766,EL PROGRESO,4
767,OJO DE AGUA,4
768,RICARDO ALVARADO,4
769,EL ROBLE,4
770,LA VAINILLA,4
771,MELITÓN DOMÍNGUEZ LÓPEZ,4
772,EL BAMBÚ,4
773,LA BORREGUERA,4
774,CASA BLANCA,4
775,CLEOFA MALDONADO VILLA,4
776,EJIDO MOZOMBOA,4
777,FINCA SAN CARLOS,4
778,GABRIEL SOLÍS,4
779,EL GRAN CHAPARRAL,4
780,LAS GRANJAS,4
781,LOS LIMONCITOS,4
782,LOS MANGOS,4
783,MANOLO ISA MUÑÍZ,4
784,MANUEL DÍAZ,4
785,LOS MÉDANOS,4
786,EL MIXTEÑO,4
787,OJITO DE AGUA,4
788,LAS PALMITAS,4
789,EL PARAÍSO,4
790,EMILIANO DOMÍNGUEZ,4
791,JOSÉ LUIS GRAJALES,4
792,LAURINO HERNÁNDEZ,4
793,PASTORÍAS,4
794,RAMÓN LÓPEZ,4
795,SANTA ROSA,4
796,LA RAYA,4
797,EL SALADO,4
798,EL SOLDADO,4
799,LOS TAMARINDOS,4
800,EL TESORO,4
801,AGUA AZUL,4
802,EL ZAPOTAL,4
803,LA CIMA,4
804,NUEVO PARAÍSO,4
805,RANCHO ROMERO,4
806,LAS PALMAS,4
807,LA BARRANQUILLA DOS (LA HERRADURA),4
808,CENTRO TURÍSTICO POZA AZUL,4
809,EL AVINAL,4
810,EL DESCABEZADERO,4
811,LAS IGUANAS,4
812,LOS PIONCHIS,4
813,NUEVA ITALIA,4
814,LOS DOS MIGRANTES,4
815,EL NARANJILLO,4
816,LA BANDERA UNO [EXPENDIO DE GASOLINA Y DISEL],4
817,ACULA,5
818,ABREVADERO,5
819,ATZIZINTLA,5
820,LAS CRUCES,5
821,BOCA DEL RÍO,5
822,LAS BUGAMBILIAS,5
823,CERRO DE LAS FLORES,5
824,CIÉNEGA DE LOS CABALLOS,5
825,EL CRUCETO,5
826,CHIPILCO,5
827,EL JIOTAL,5
828,MATA DE PALMA,5
829,LA MOJARRA,5
830,NOTEPEC,5
831,POZA HONDA,5
832,SAN MIGUEL BUENAVISTA,5
833,SAN MIGUEL XÓCHITL (SAN MIGUEL EL SOLDADO),5
834,EL TALLADERO,5
835,VISTA HERMOSA,5
836,EL REMOLINO,5
837,BOCA DE SANCHO (VUELTA DE SANCHO),5
838,LAS GEMELAS,5
839,EL PORVENIR (BOCA DE TEZONAPA),5
840,PUERTA DORADA,5
841,SANTA DELIA,5
842,SAN CARLOS (EL CEDRAL),5
843,LA BENDICIÓN DE DIOS,5
844,CABEZA DE MONO,5
845,EL VAINILLAL,5
846,CHICHIPILCO,5
847,LOS PIÑA,5
848,SAN GUILLERMO,5
849,ARROYO LA MOJARRA,5
850,ACULTZINGO,6
851,ACATLA,6
852,AGUACHINOLA,6
853,EL AHUITZIQUE,6
854,ATITLA (BARRIO DE GUADALUPE),6
855,COATEPEC DE ARRIBA,6
856,COXOLITLA DE ABAJO,6
857,COXOLITLA DE ARRIBA,6
858,CUMBRES DE ACULTZINGO,6
